region,time,y1,y2,x_common1,x_common2,x_specific1_1,x_specific2_1
16,1,-1.3768232321313856,2.7831523865979233,7.978722266829922,7.9415445616062375,-0.25,59.4
16,2,-1.326328483166707,2.293636793755344,7.987422572482474,8.248136583087621,0.52,58.6
17,1,-0.7678413350699376,1.8056461716069783,7.877435107515195,7.216562633048866,0.46,62.7
17,2,-0.5890797740366919,1.593675245111282,7.903337667330703,7.877397186353287,0.07,63.7
18,1,-0.3352104456992006,1.952043358251488,7.886156586919196,6.4165688704684944,-0.78,58.2
18,2,0.10706265704167554,1.7812466404995606,7.924398004782996,6.7633073746162635,-1.1,56.2
19,1,0.06988938707521643,1.9001943546482247,7.936409945226445,5.9796449703026395,0.19,95.6
19,2,0.18102858328893126,2.0343917757390244,7.993619994827744,6.233822317345996,0.04,99.2
20,1,-0.8387623518318854,-0.9408260486717903,8.142092386289491,7.760893195851024,0.11,59.9
20,2,-0.6980621593649798,-0.9240513710354403,8.19825434264716,7.897965393799615,-0.11,63.9
21,1,-0.4540887868547375,0.35387407071559135,7.925085203030558,6.829253050827179,-0.44,23.2
21,2,-0.3462482425834393,0.4728217848642556,7.978105257932275,7.144722836889416,-0.41,23.1
22,1,-0.2755809682786006,-0.5748330820605164,7.945803360675465,6.846305316665914,-0.69,9.8
22,2,-0.09922996058788962,-0.46656016277134776,7.994598584050248,6.9485132714543045,-0.71,9.4
23,1,0.5530150254106317,0.7793408944011978,7.83948619534417,6.6383059747914155,-0.52,33.5
23,2,0.7887417680648343,0.986736908814253,7.893273521479995,7.211113830818926,-0.41,35.7
24,1,-0.712652350648744,-0.2622140897467198,8.048500702250562,7.040010858102608,-0.59,28.5
24,2,-0.31681411755880273,-0.2134150275318832,8.08665639887905,7.252124821063715,-0.15,28.1
25,1,0.9524056529000984,-1.0216494954651134,7.8569390541583175,6.347038885602681,-0.46,36.9
25,2,1.3684164113301995,-1.1314473854484954,7.8977424697786285,6.623932416856077,-0.6,39.2
26,1,-0.7906781562097418,-0.007543983813041368,7.963286077947796,6.60773068333197,-0.47,16.3
26,2,-0.29473852379032534,-0.1585160825401922,8.009429541686066,6.878429449600309,-0.3,17.6
27,1,-0.16837478015007462,0.07480443367449516,7.9632164739942635,6.4548840484767025,-0.21,26.8
27,2,0.1526094280927299,-0.10514210824271453,7.996283561196227,6.744530217879171,-0.07,31.1
28,1,-0.713032964334407,-0.09751725477164622,8.094561578386163,6.620473126551683,0.88,32.8
28,2,-0.7330786184460131,-0.13259158073856003,8.175463156767982,6.718529945871388,-0.36,32.2
29,1,-0.8618529154287985,0.2212016203190049,8.166216268592143,6.461936816524757,0.36,47.2
29,2,-0.6506123198856089,0.06565460950921297,8.20042553806936,6.657754273498044,-0.06,45.2
30,1,-0.5360476005009237,-0.545858638870457,8.029400266760819,6.806608096977179,-0.58,38.8
30,2,-0.14401550426761667,-0.37658689181274296,8.05430022140555,7.711056468033974,-0.51,42.8
31,1,-1.26111667168971,-0.4177611005565112,8.180908937125238,6.8737847594109835,0.82,46.6
31,2,-1.1386859361346482,-0.452835426523425,8.220456919798654,7.124156149428954,0.39,48.6
32,1,0.35890204572229595,0.6054942352608426,7.7959757002612005,6.4245448222491195,-0.63,7.8
32,2,0.6958720287629636,0.4499472244510512,7.849752743199698,6.703188113240863,-0.44,8.8
33,1,0.0775016607884848,-0.2881385915483514,7.8816732036910855,6.424058322604399,-0.58,38.2
33,2,0.3515435144661368,-0.0792176064410829,7.912789220690681,6.935856709093012,-0.36,40.3
34,1,-1.2168386129242006,-0.7959538327214944,8.15719845735283,6.287486743834764,1.41,23.1
34,2,-0.9918959246971283,-0.8859271036800993,8.150265871013154,6.5807778239227135,0.91,24.5
35,1,-0.6801733161388,-0.048718192556810175,8.048596571867957,6.471573198211912,0.7,52.9
35,2,-0.6563215251705597,-0.007543983813041368,8.082031471571236,6.546498425538293,1.33,50.9
36,1,-0.49633690596337526,0.6558182681698925,7.9371603874865455,7.487285732755115,-0.11,206.9
36,2,-0.060914849564440245,0.8342398393928888,8.037607803386303,8.121153523955229,-1.22,231.1
37,1,-0.1677404240073024,0.7107172131615835,8.007000700512663,6.545780601948501,-0.87,39.6
37,2,0.2723758678481483,0.7198670373268657,7.989085760415719,7.9311050831497,-0.78,51.2
38,1,-0.7293993528179336,1.075185209078644,7.98268944029567,7.3296185328999375,-1.14,57.8
38,2,-0.29664159221864195,1.0096114692274574,7.987048823263847,8.298663977652772,-0.93,58.8
