"gamma","logLik","deff","deff_exact_computed","hessian_ok","hessian_error","free_spatial_param_count","beta_sigma_count","nominal_param_count","pAIC","pAIC_lower_bound","pAIC_upper_bound","pBIC","pBIC_lower_bound","pBIC_upper_bound","AIC","BIC","optim_convergence","best_optim_converged","n_starts","n_successful_starts","n_converged_starts","retry_used"
0,-254.336350211898,16,TRUE,TRUE,"gamma penalty not used; pAIC/pBIC equal AIC/BIC",4,12,16,540.672700423796,540.672700423796,540.672700423796,615.626488066483,615.626488066483,615.626488066483,540.672700423796,615.626488066483,0,TRUE,9,9,9,FALSE
