"gamma","logLik","deff","deff_exact_computed","hessian_ok","hessian_error","free_spatial_param_count","beta_sigma_count","nominal_param_count","pAIC","pAIC_lower_bound","pAIC_upper_bound","pBIC","pBIC_lower_bound","pBIC_upper_bound","AIC","BIC","optim_convergence","best_optim_converged","n_starts","n_successful_starts","n_converged_starts","retry_used"
0,-1133.05895105367,10,TRUE,TRUE,"gamma penalty not used; pAIC/pBIC equal AIC/BIC",0,10,10,2286.11790210733,2286.11790210733,2286.11790210733,2332.96401938401,2332.96401938401,2332.96401938401,2286.11790210733,2332.96401938401,NA,FALSE,0,0,0,FALSE
