"gamma","logLik","deff","deff_exact_computed","hessian_ok","hessian_error","free_spatial_param_count","beta_sigma_count","nominal_param_count","pAIC","pAIC_lower_bound","pAIC_upper_bound","pBIC","pBIC_lower_bound","pBIC_upper_bound","AIC","BIC","optim_convergence","best_optim_converged","n_starts","n_successful_starts","n_converged_starts","retry_used"
0,-324.559570925407,14,TRUE,TRUE,"gamma penalty not used; pAIC/pBIC equal AIC/BIC",2,12,14,677.119141850814,677.119141850814,677.119141850814,742.703706038165,742.703706038165,742.703706038165,677.119141850814,742.703706038165,0,TRUE,9,9,9,FALSE
