"gamma","loglik","penalty","AIC","BIC","df_eff","GIC_AIC","GIC_BIC","R11","R12","R21","R22","L11","L12","L21","L22"
0,200.451988958062,0,-354.903977916124,-263.331451057271,23,-354.903977916124,-263.331451057271,-0.0569253051687981,0.0100981039137193,-0.0429380155466834,0.0434729613538063,0.771154359797309,0.889797215506799,-0.570218317793692,0.561921553585806
0.01,200.451979389726,0.010152352883152,-354.903958779452,-263.331431920598,22.9985580947014,-354.906842590049,-263.340056553443,-0.0569402544172881,0.010089752181501,-0.0429385853623111,0.0434574555213153,0.770633268703396,0.888838460230385,-0.569571956977498,0.561313326950753
0.0316227766016838,200.451890243687,0.0319683692565306,-354.903780487374,-263.331253628521,22.9954403374746,-354.912899812425,-263.358526858749,-0.0569744861668618,0.0100700038121244,-0.0429395654758986,0.0434251618888252,0.769499958808975,0.886731239913138,-0.568141115087988,0.559976200852673
0.1,200.451011828593,0.0997542494166557,-354.902023657187,-263.329496798334,22.9855801580441,-354.930863341099,-263.415747845933,-0.0570816165063625,0.0100118094736792,-0.042945211327904,0.0433165404197933,0.765962154943025,0.880160211012808,-0.563629892032216,0.555830146864976
0.316227766016838,200.442448410586,0.302378414285238,-354.884896821173,-263.31236996232,22.9543400257504,-354.976216769672,-263.585481181182,-0.0574057148454333,0.00983855240076938,-0.0429621398661722,0.0429799642686562,0.754967583060634,0.859434801744044,-0.549452028637708,0.542975147798393
0.354813389233575,200.440029034145,0.336713141983668,-354.880058068291,-263.307531209438,22.9487473098453,-354.9825634486,-263.614094778694,-0.0574612268087495,0.00980900783394719,-0.0429654832801811,0.0429195919791974,0.753035519614782,0.855750623844478,-0.546930269817132,0.540724205851945
0.398107170553497,200.437002662321,0.374595367359557,-354.874005324643,-263.30147846579,22.9424631609545,-354.989079002734,-263.645630132527,-0.0575242444824485,0.00977461886686902,-0.0429697169858442,0.0428530109644304,0.750877138582874,0.851620711591584,-0.544102203434908,0.538212932498765
0.446683592150963,200.43322262325,0.41630301131217,-354.866445246499,-263.293918387646,22.935399145963,-354.995646954573,-263.680322854042,-0.0575933928760776,0.00973715620571565,-0.0429746675465476,0.0427772744805713,0.748468635075226,0.846995564698786,-0.540933058199515,0.53541462139904
0.501187233627272,200.428502716008,0.462106165717761,-354.857005432016,-263.284478573163,22.9274532969767,-355.002098838063,-263.718410453607,-0.0576677510152286,0.00969803781823798,-0.0429804000252612,0.0426924883946846,0.74578152921865,0.841811514149643,-0.537379837974306,0.532299395271655
0.562341325190349,200.422646567592,0.512295705645105,-354.845293135185,-263.272766276331,22.9185140921543,-355.008264950876,-263.760167243537,-0.0577534417977431,0.00965514720621952,-0.042986464686732,0.0425979178066841,0.742805417940786,0.836053722173618,-0.533394947527013,0.528831565260074
0.630957344480193,200.415301037364,0.567034311951352,-354.830602074727,-263.258075215874,22.9084401496676,-355.013721775392,-263.805732605832,-0.0578419292556266,0.00960767846829031,-0.0429934978815308,0.0424907179186011,0.73946606242333,0.829507298086382,-0.528946196053503,0.524984999974612
0.707945784384138,200.406203945964,0.626601398395988,-354.812407891928,-263.239881033075,22.8970852759475,-355.018237340033,-263.85545662607,-0.057942189543042,0.0095554332607063,-0.0430021345440607,0.0423708115013166,0.735767884399646,0.822234970614296,-0.523954950705003,0.520720089525202
0.794328234724281,200.394937800742,0.691140734053588,-354.789875601485,-263.217348742632,22.8842666591266,-355.021342283232,-263.909597792448,-0.058052800522786,0.00949730895972766,-0.0430116071139602,0.0422372418158002,0.731666353863656,0.814114339292162,-0.51836520197333,0.516018084517804
