"model_id","gamma_pAIC","pAIC","d_eff_pAIC","loglik_pAIC","gamma_pBIC","pBIC","d_eff_pBIC","loglik_pBIC"
"1111",7.07945784384138,-362.230510650033,17.0086394495,198.123894774516,7.07945784384138,-294.51207183169,17.0086394495,198.123894774516
"0111",5.62341325190349,-356.17623229894,15.4258409846904,193.51395713416,5.62341325190349,-294.759569781942,15.4258409846904,193.51395713416
"1011",1258.92541179417,-322.038762682446,17.2110846828428,178.230466024066,1e+06,-258.481009462869,15.0059397665337,174.118875417821
"1101",17.7827941003892,662.474076959531,16.5177384060076,-314.719300073758,56.2341325190349,723.333676473615,14.303203471743,-318.890145980634
"0101",4.46683592150963,676.645001919437,14.878596492113,-323.443904467606,15.8489319246111,735.3901914443,14.6345121505741,-323.92755624604
"1001",6.30957344480193,667.015505930696,14.9110022915459,-318.596750673802,19.9526231496888,726.020233219438,14.732770830668,-318.948714200862
