"dgp","paramset","n","rep","seed","sec_gen","sec_A","sec_B"
"1111","weak",100,1,31360712,0.11,0.860000000000014,88.49
"1111","weak",100,2,31360713,0.0799999999999983,0.159999999999997,84.47
"1111","weak",100,3,31360714,0.0699999999999932,0.160000000000025,86.43
"1111","weak",100,4,31360715,0.0799999999999841,0.160000000000025,101.61
"1111","weak",100,5,31360716,0.0699999999999932,0.140000000000043,94.79
"1111","weak",100,6,31360717,0.0799999999999841,0.139999999999986,86.2
"1111","weak",100,7,31360718,0.0799999999999272,0.159999999999968,79.39
"1111","weak",100,8,31360719,0.0800000000000409,0.149999999999977,77.5799999999999
"1111","weak",100,9,31360720,0.0600000000000591,0.159999999999968,87.02
"1111","weak",100,10,31360721,0.0800000000000409,0.139999999999986,76.36
"1111","weak",100,11,31360722,0.0800000000000409,0.139999999999986,85.04
"1111","weak",100,12,31360723,0.0600000000000591,0.160000000000082,84.2900000000001
"1111","weak",100,13,31360724,0.0599999999999454,0.150000000000091,84.51
"1111","weak",100,14,31360725,0.0499999999999545,0.170000000000073,93.5599999999999
"1111","weak",100,15,31360726,0.0399999999999636,0.130000000000109,97.77
"1111","weak",100,16,31360727,0.0700000000001637,0.110000000000127,94.6999999999998
"1111","weak",100,17,31360728,0.0599999999999454,0.1099999999999,89.27
"1111","weak",100,18,31360729,0.0800000000001546,0.139999999999873,87.6400000000001
"1111","weak",100,19,31360730,0.0700000000001637,0.1400000000001,91.3999999999999
"1111","weak",100,20,31360731,0.0299999999999727,0.1400000000001,88.79
"1111","weak",100,21,31360732,0.0599999999999454,0.1400000000001,84.8899999999999
"1111","weak",100,22,31360733,0.0399999999999636,0.150000000000091,85.6399999999999
"1111","weak",100,23,31360734,0.0899999999999181,0.159999999999854,80.9400000000001
"1111","weak",100,24,31360735,0.0800000000001546,0.160000000000309,84.7599999999998
"1111","weak",100,25,31360736,0.0599999999999454,0.140000000000327,89.0299999999997
"1111","weak",100,26,31360737,0.0799999999999272,0.150000000000091,80.2600000000002
"1111","weak",100,27,31360738,0.0700000000001637,0.159999999999854,90.9699999999998
"1111","weak",100,28,31360739,0.0599999999999454,0.159999999999854,94.0599999999999
"1111","weak",100,29,31360740,0.0500000000001819,0.0900000000001455,90
"1111","weak",100,30,31360741,0.0700000000001637,0.140000000000327,81.8899999999999
"1111","weak",100,31,31360742,0.0599999999999454,0.119999999999891,85.5499999999997
"1111","weak",100,32,31360743,0.080000000000382,0.140000000000327,84.1099999999997
"1111","weak",100,33,31360744,0.0900000000001455,0.139999999999873,83.8600000000001
"1111","weak",100,34,31360745,0.0599999999999454,0.170000000000073,91.0500000000002
"1111","weak",100,35,31360746,0.0399999999999636,0.139999999999873,87.98
"1111","weak",100,36,31360747,0.0700000000001637,0.119999999999891,87.5900000000001
"1111","weak",100,37,31360748,0.0599999999999454,0.170000000000073,92.98
"1111","weak",100,38,31360749,0.0799999999999272,0.170000000000073,89.77
"1111","weak",100,39,31360750,0.0799999999999272,0.159999999999854,78.6999999999998
"1111","weak",100,40,31360751,0.0399999999999636,0.140000000000327,79.3499999999999
"1111","weak",100,41,31360752,0.0599999999999454,0.170000000000073,87.6399999999999
"1111","weak",100,42,31360753,0.0599999999999454,0.0999999999999091,96.6399999999999
"1111","weak",100,43,31360754,0.0999999999999091,0.170000000000073,91.1999999999998
"1111","weak",100,44,31360755,0.0799999999999272,0.180000000000291,81.77
"1111","weak",100,45,31360756,0.0700000000001637,0.139999999999873,87.4700000000003
"1111","weak",100,46,31360757,0.0799999999999272,0.150000000000091,92.2000000000003
"1111","weak",100,47,31360758,0.0600000000004002,0.159999999999854,95.6400000000003
