"region","time","y1_obs","y1_pred","y1_resid","y1_resid_reduced","y2_obs","y2_pred","y2_resid","y2_resid_reduced"
1,2,-0.78636453443889,-0.801854489737016,0.0148032974908148,0.015489955298126,-0.551958521647312,-0.510303503147752,-0.0428427917198669,-0.0416550184995591
2,2,-0.957386950530313,-0.889634548403599,-0.0680470156744175,-0.067752402126714,1.23225719058265,1.17574551655573,0.054578533846225,0.0565116740269178
3,2,-0.504964149505079,-0.411979784773279,-0.0934353994555145,-0.0929843647318006,1.66687383843354,1.46520012091316,0.200274626224568,0.201673717520377
4,2,-0.598848858635386,-0.682629722263049,0.0834455111448256,0.0837808636276637,1.19413292322731,1.22266234173972,-0.0289589042873399,-0.0285294185124159
5,2,-1.4667749331765,-1.46848879902399,0.00126190109044977,0.00171386584748645,0.603969264566629,0.656573764656131,-0.053726448965859,-0.0526045000895027
6,2,-1.35804629030532,-1.38059517848999,0.0220890070965798,0.0225488881846641,0.988261879508466,0.908864192509092,0.0779500186687674,0.0793976869993746
7,2,-1.69463565966033,-1.62941881414992,-0.0654141710578997,-0.0652168455104132,0.998936674367962,0.953145149884807,0.0457268732882203,0.0457915244831546
8,2,-0.539980608586113,-0.547009470428901,0.00755210766856962,0.00702886184278839,1.94899341686306,1.98790062978788,-0.0361260034667659,-0.0389072129248169
9,2,-0.803999635207961,-0.757607482798306,-0.0456917320700819,-0.0463921524096548,1.51590173970639,1.36287249455451,0.155537799900792,0.153029245151878
10,2,-0.997985743667743,-1.09375124660842,0.0962280194292013,0.0957655029406765,2.48730807192048,2.49535537945433,-0.00686047876638352,-0.00804730753385252
11,2,0.43768907865462,0.330160349743366,0.106072364695697,0.107528728911254,0.501796228054315,0.450372525412904,0.047422665889804,0.0514237026414107
12,2,-0.71937652576213,-0.634862489474952,-0.0838697852341224,-0.0845140362871784,2.24178779015208,2.047032483297,0.195604116253585,0.194755306855078
13,2,-0.347770697326093,-0.241474940932581,-0.109248080458574,-0.106295756393512,1.29783093043384,1.3284084837047,-0.039126028258297,-0.0305775532708668
14,2,-0.228892356170556,-0.216775723115386,-0.0134130249409635,-0.0121166330551704,2.30126164722641,2.25540092415778,0.0423711165516321,0.045860723068627
15,2,-0.549115337042034,-0.698050905507014,0.148119597204333,0.14893556846498,2.59863093259807,2.87141538059767,-0.274225040737318,-0.272784447999602
16,2,-1.32632848316671,-1.19872391101115,-0.1287258430955,-0.127604572155553,2.29363679375534,2.63252097633955,-0.34329012730714,-0.338884182584203
17,2,-0.589079774036692,-0.475725282790577,-0.111781579871831,-0.113354491246115,1.59367524511128,1.76040756400084,-0.165162746362228,-0.166732318889563
18,2,0.107062657041676,0.146311938980479,-0.0388161976820778,-0.0392492819388039,1.78124664049956,1.83975805696769,-0.0602674714252751,-0.0585114164681277
19,2,0.181028583288931,0.36977601986862,-0.188401429992924,-0.188747436579689,2.03439177573902,1.77312202542502,0.260170565192242,0.261269750314
20,2,-0.69806215936498,-0.571830839565031,-0.127325492016766,-0.126231319799949,-0.92405137103544,-0.996463382593734,0.0701436002722735,0.0724120115582941
21,2,-0.346248242583439,-0.102436053499991,-0.245404660214491,-0.243812189083448,0.472821784864256,0.230428958221428,0.237792400873113,0.242392826642827
22,2,-0.0992299605878896,0.131913716393077,-0.234213475013777,-0.231143676980967,-0.466560162771348,-0.66884246864785,0.193145452372852,0.202282305876503
23,2,0.788741768064834,0.926410734283754,-0.141485529578132,-0.13766896621892,0.986736908814253,0.630149963841787,0.34587514442786,0.356586944972466
24,2,-0.316814117558803,-0.418738649452898,0.101534572090265,0.101924531894096,-0.213415027531883,-0.355123521513317,0.140493147917504,0.141708493981434
25,2,1.3684164113302,1.38532157299866,-0.0186165154856255,-0.0169051616684632,-1.1314473854485,-1.06725837297583,-0.0709299667988466,-0.0641890124726632
26,2,-0.294738523790325,-0.475325792016621,0.180683692454613,0.180587268226296,-0.158516082540192,-0.12925980235141,-0.0265634722784789,-0.0292562801887826
27,2,0.15260942809273,0.138591303472153,0.0121703936988,0.0140181246205765,-0.105142108242715,-0.0226563706285821,-0.0858183805919067,-0.0824857376141324
28,2,-0.733078618446013,-0.409281817204978,-0.32475040867738,-0.323796801241035,-0.13259158073856,-0.260370190841745,0.124106623575752,0.127778610103185
29,2,-0.650612319885609,-0.615982828858484,-0.0356118872387008,-0.0346294910271248,0.065654609509213,0.0392566687133287,0.022394618228833,0.0263979407958843
30,2,-0.144015504267617,-0.180031860776152,0.0356317976408806,0.0360163565085358,-0.376586891812743,-0.593300805537261,0.215451518244611,0.216713913724518
31,2,-1.13868593613465,-1.09049189627356,-0.0485134783789021,-0.0481940398610932,-0.452835426523425,-0.537684794510077,0.0853972201957101,0.0848493679866524
32,2,0.695872028762964,0.738773657334274,-0.0429067113035885,-0.0429016285713109,0.449947224451051,0.436790923123369,0.0114849195045767,0.013156301327682
33,2,0.351543514466137,0.447774357680591,-0.0979477919024348,-0.0962308432144539,-0.0792176064410829,-0.340569932494926,0.259015411298238,0.261352326053843
34,2,-0.991895924697128,-1.1098604081113,0.117345723868462,0.117964483414171,-0.885927103680099,-0.906925803532726,0.0216908155211141,0.0209986998526267
35,2,-0.65632152517056,-0.62376676005947,-0.0331959969313287,-0.0325547651110896,-0.00754398381304137,-0.156597989197412,0.147655183129746,0.14905400538437
36,2,-0.0609148495644402,-0.0419142499716224,-0.0201695254152836,-0.0190005995928178,0.834239839392889,0.707572604483944,0.124452453871482,0.126667234908945
37,2,0.272375867848148,0.230253566957761,0.0422425261544772,0.0421223008903875,0.719867037326866,0.589228117141478,0.132950096316561,0.130638920185387
38,2,-0.296641592218642,-0.315171228009488,0.0183441001196719,0.0185296357908457,1.00961146922746,0.973283075909484,0.0375198659439341,0.0363283933179737
39,2,2.33783946871489,2.34369429302307,-0.0045619777220125,-0.00585482430817841,-0.490959693878766,-0.654929438391188,0.170928848784515,0.163969744512422
40,2,1.92055999799925,1.56472610813511,0.35550903479732,0.355833889864134,-0.795953832721494,-0.722826910504187,-0.0722753826273002,-0.0731269222173074
41,2,-0.949901548045599,-1.07372297538909,0.123626149792714,0.123821427343493,-0.834078100076835,-0.889566952119954,0.0564205173337239,0.0554888520431189
42,2,2.02801992858488,1.77939880251076,0.24882581812336,0.24862112607412,-1.16804668210962,-1.0463483761782,-0.118920221080989,-0.121698305931424
43,2,1.49122776057093,1.45868731889854,0.0281274267401461,0.0325404416723856,0.268475711839628,0.0694338015484584,0.187174053870651,0.199041910291169
44,2,2.02954238332753,2.29603111841214,-0.266164611559927,-0.266488735084609,-2.05862956753039,-2.10835155653956,0.0497520107959617,0.049721989009166
45,2,0.647026605769493,0.619906593950078,0.0260219703071555,0.0271200118194147,0.637518619839329,0.707172161843264,-0.0738237514513854,-0.0696535420039354
46,2,-0.996843902610753,-0.807561351446538,-0.189617064178404,-0.189282551164215,-0.846277865630544,-0.805429498066398,-0.044314883870868,-0.0408483675641468
47,2,-0.536428214186587,-0.461338807831267,-0.0753784531952505,-0.0750894063553205,-0.463510221382921,-0.514653401682493,0.0498874196972338,0.0511431802995727
48,2,-0.556727610755302,-0.511492198168779,-0.0446223327800968,-0.0452354125865232,-0.315588064044197,-0.336242380044064,0.0214002626738566,0.0206543159998668
49,2,-0.787125761810217,-0.729435394107191,-0.0573897936152297,-0.0576903677030257,-1.03537423171304,-1.06458392851128,0.0277082891745057,0.0292096967982394
50,2,-0.758960349071125,-0.689668518434531,-0.0678488658089551,-0.0692918306365934,-0.9530258142255,-1.06313705474338,0.112854763941701,0.110111240517883
51,2,-1.20427836129731,-1.13761794464827,-0.0658643752372987,-0.0666604166490434,-1.13602229753114,-1.14949017409045,0.0131557527659203,0.0134678765593141
52,2,-0.887480903596801,-0.796772723332714,-0.0897327834378064,-0.0907081802640871,-0.515359224986184,-0.349676845829478,-0.165278957749305,-0.165682379156706
53,2,-0.43911798188531,-0.38338887189058,-0.0549883884376691,-0.0557291099947301,-0.730380092870308,-0.699571970432108,-0.0302384665361062,-0.0308081224382
54,2,-0.658985820970204,-0.56124616544561,-0.0967892539305562,-0.0977396555245934,-0.164615965317047,-0.215175965897817,0.0520173830842164,0.0505600005807699
55,2,-0.49164267050686,-0.390460317242363,-0.101106658216811,-0.101182353264497,-0.143266375598056,-0.0856475406036089,-0.0606932244791582,-0.0576188349944467
