"gamma","loglik","penalty","AIC","BIC","df_eff","GIC_AIC","GIC_BIC","R11","R12","R21","R22","L11","L12","L21","L22"
0,-201.029294334847,0,448.058588669694,555.804658406057,23,448.058588669694,555.804658406057,0.37073011229629,-0.130652124027329,0.0588085254515287,0.347107076705113,0.41795812373654,-0.360456805057744,0.209354559745972,0.212438171826569
0.01,-201.02929737324,0.00335407119648664,448.05859474648,555.804664482842,22.997228103299,448.053050953078,555.786135429646,0.370727932174162,-0.130642734382142,0.0588264659314262,0.347090590351475,0.417550242123944,-0.359675760149896,0.208535203522982,0.212540105171462
0.0316227766016838,-201.029324490756,0.0105652658307113,448.058648981513,555.804718717875,22.9912265993789,448.041102180271,555.746071941192,0.370723247037797,-0.130622515736386,0.0588649996595458,0.347055221285918,0.416672724202782,-0.357992641970903,0.206769728952652,0.212760636102303
0.1,-201.029589041365,0.0330071257572151,448.059178082731,555.805247819093,22.9721868548543,448.003551792439,555.619327742869,0.37070868454232,-0.130559336564952,0.0589845306865938,0.346945871280848,0.413937796748793,-0.35272245218039,0.201243478906666,0.21345882008933
0.316227766016838,-201.032030556358,0.100630847504785,448.064061112717,555.810130849079,22.9116731492696,447.887407411256,555.219700146818,0.370664943977355,-0.130367076105883,0.0593395954128492,0.346624697654275,0.40569163973356,-0.336603390769959,0.184359026712685,0.215665523866445
1,-201.05063643874,0.28894414399001,448.101272877481,555.847342613843,22.7269499268191,447.555172731119,554.022108892418,0.370544614083502,-0.129831494647343,0.0602429067478659,0.345832879715364,0.383582191842552,-0.291617137613726,0.137397445603127,0.222362902793357
3.16227766016838,-201.127902116434,0.781933759003583,448.255804232867,556.00187396923,22.3405910641369,446.936986361141,551.59398126323,0.370240477896489,-0.128684113877363,0.0615599344526712,0.344775099359901,0.343681392545217,-0.204475622017126,0.0474646174235241,0.236772369104933
10,-201.265636366711,2.22490492512512,448.531272733421,556.277342469784,21.931304334799,446.39388140302,549.133526892874,0.36932005979648,-0.126722857316966,0.0616810670660577,0.344744852556122,0.305401759659714,-0.12762550654627,-0.0281864644092902,0.243964028069068
11.2201845430196,-201.285274100655,2.47559426168004,448.570548201309,556.316617937671,21.8852406391158,446.341029479541,548.864884440377,0.369145843743354,-0.126434780347428,0.0615819565876537,0.344814810961168,0.301807225769271,-0.122285843850131,-0.0329780456324047,0.243314944333287
12.5892541179417,-201.307431118155,2.75420860435825,448.61486223631,556.360931972672,21.8365669613487,446.287996159007,548.583833838147,0.368947154809109,-0.126118705319882,0.061462778821903,0.344892911532363,0.298163548720677,-0.117329718662831,-0.0372894264899556,0.242351276617694
14.1253754462275,-201.33278846398,3.06343471086566,448.66557692796,556.411646664322,21.7848473884951,446.23527170495,548.28882326655,0.368719683115911,-0.125769828692226,0.0613236237792077,0.344977111865903,0.294441941212511,-0.112726452724077,-0.0411455475231997,0.241061865125582
15.8489319246111,-201.362160114112,3.40614659381669,448.724320228225,556.470389964587,21.7296563178028,446.18363286383,547.978635688402,0.368458919466679,-0.125383629958755,0.0611654825061359,0.345063819997016,0.290614370242982,-0.10844696881504,-0.0445684704720692,0.239435899636049
17.7827941003892,-201.396515804278,3.78540411494514,448.793031608557,556.539101344919,21.6705821528833,446.134195914324,547.652459213112,0.368159955587343,-0.124954775838634,0.0609896107729823,0.345148903515996,0.286652013099366,-0.104460145243749,-0.0475839150927506,0.237464436534272
19.9526231496888,-201.436998008169,4.20445758259442,448.873996016338,556.6200657527,21.6072258084776,446.088447633293,547.309911058057,0.367816829131687,-0.124477184728488,0.0607974582858004,0.345227391593767,0.282527906574475,-0.100736276036264,-0.0502157796938959,0.235139492557921
22.3872113856834,-201.484955294367,4.66673589753731,448.969910588734,556.715980325096,21.5392029764792,446.048316541692,546.951119409927,0.367422216912777,-0.123943574790939,0.0605910787356397,0.345293167794532,0.278216633928808,-0.0972461903177885,-0.052486444074719,0.23245425650602
25.1188643150958,-201.541945645045,5.1758644392245,449.08389129009,556.829961026452,21.4662060116792,446.016303313448,546.577143744296,0.366969111372281,-0.123347949095508,0.0603736501964709,0.345337820385619,0.273694789793668,-0.0939625924002084,-0.0544174187241026,0.229404564357594
28.1838293126445,-201.609794185432,5.73562803062493,449.219588370865,556.965658107227,21.3878916659039,445.995371702673,546.189339830857,0.366447461805618,-0.122680382986872,0.0601482154203473,0.345352742166432,0.268941618139916,-0.0908587660099105,-0.0560301106769682,0.225988270892718
31.6227766016838,-201.690584059288,6.35000002826377,449.381168118577,557.127237854939,21.3040275279565,445.98922317449,545.790320378515,0.365847420900235,-0.121932076232842,0.0599192459943343,0.345326381032579,0.263939616299248,-0.0879107606304833,-0.0573449229800076,0.222207131926818
35.4813389233575,-201.786726560803,7.02309120319917,449.573453121606,557.319522857968,21.2143652317798,446.002183585166,545.383247744992,0.365156271218026,-0.121091959008725,0.0596919175791536,0.345246019051165,0.258675526434833,-0.085097015709126,-0.0583791487262011,0.218064781039699
39.8107170553497,-201.900951370416,7.75917727736944,449.801902740832,557.547972477195,21.118813771774,446.03953028438,544.972972954068,0.364360601003636,-0.120148400233351,0.0594723166609806,0.345096316250156,0.253140594010649,-0.0823978568256776,-0.0591510890541923,0.213570396804878
44.6683592150963,-202.036364242352,8.56265736854553,450.072728484703,557.818798221066,21.0172969408703,446.107322366444,544.565198099524,0.363444749172085,-0.119088157917248,0.0592677112668379,0.344859705854377,0.247331304780523,-0.0797963052097373,-0.0596775220675726,0.208737769457925
50.1187233627272,-202.19646035013,9.43805451814137,450.392920700259,558.138990436621,20.9098641301053,446.21264896047,544.167243688304,0.362392486123538,-0.11789816029704,0.0590864368727512,0.344515834509263,0.241250121839328,-0.0772790185821122,-0.0599744591301925,0.203584451603663
50.1187233627273,-202.196460350125,9.43805451814544,450.39292070025,558.138990436613,20.9098641107077,446.212648921666,544.16724355863,0.362392486123473,-0.117898160296957,0.0590864368728057,0.344515834509194,0.241250121839315,-0.0772790185808555,-0.059974459130947,0.203584451604596
56.2341325190349,-202.38520937717,10.3899412625509,450.77041875434,558.516488490702,20.7965498349719,446.363518424284,543.787279676224,0.361183594468379,-0.116561810047025,0.0589375965293876,0.34404269738806,0.234905559007673,-0.07483323141412,-0.0600581478154468,0.19813504155828
63.0957344480193,-202.607068387083,11.4229327649995,451.214136774165,558.960206510528,20.6776359564328,446.569408687031,543.436104588984,0.359797374345658,-0.11506300763811,0.0588315047740453,0.343415226546428,0.228312702723271,-0.0724500832055952,-0.0599437398546047,0.192418296229974
70.7945784384138,-202.867069513573,12.5415983863283,451.734139027147,559.480208763509,20.5533923583233,446.840923743793,543.125586628955,0.358211297834127,-0.113384387446335,0.0587791775060817,0.342606121620541,0.221492777434551,-0.0701226934708791,-0.0596468045307204,0.186467928681097
79.4328234724281,-203.170906750773,13.7503645430605,452.341813501546,560.087883237908,20.4241993890454,447.190212279637,542.869656265787,0.356400529416727,-0.111507580463285,0.0587920290464382,0.341585908872568,0.214473564351758,-0.0678458474952623,-0.0591817712234963,0.180323327197579
89.1250938133745,-203.525046996173,15.0533799636232,453.050093992346,560.796163728708,20.2905142855956,447.631122563537,542.684303746252,0.354339484475534,-0.109414077888114,0.0588820968835729,0.340323459838402,0.207287729164931,-0.0656162047869227,-0.0585633714079345,0.174025789939757
89.1250938133746,-203.525046992168,15.0533799676283,453.050093984335,560.796163720698,20.2905143049893,447.631122594314,542.684303867881,0.354339484574812,-0.109414077798011,0.0588820968602414,0.340323459870085,0.207287729188564,-0.0656162047895242,-0.0585633713652352,0.174025789983662
100,-203.936851556831,16.4543525244058,453.873703113662,561.619772850024,20.1528562048808,448.179415523424,542.587722046814,0.352001175335103,-0.107085221927364,0.0590614362109793,0.338785878670593,0.1999730071364,-0.0634316123612252,-0.0578053899751344,0.167620456154916
112.201845430196,-204.414784233971,17.9562761921602,454.829568467941,562.575638204303,20.0117749198482,448.853118307637,542.600513788609,0.349357644186348,-0.104502940014612,0.0593417933222895,0.336939056767296,0.192569713550397,-0.0612902610308046,-0.0569213729398203,0.161153101827097
125.892541179417,-204.968542403143,19.5612058131886,455.937084806286,563.683154542648,19.8679560780097,449.672996962305,542.746657010141,0.346380803885152,-0.101650453514117,0.0597338596378551,0.33474831390934,0.18512050384489,-0.0591902691708937,-0.0559226511469821,0.154670249827245
141.253754462275,-205.609266196402,21.2699187427576,457.218532392803,564.964602129166,19.721796823249,450.662126039301,543.051086728178,0.343042346605801,-0.0985118506022789,0.060247496472029,0.332179817795263,0.177668747772975,-0.0571300258960772,-0.0548204410330215,0.14821556314324
158.489319246111,-206.349773925867,23.0815097848519,458.699547851734,566.445617588097,19.5740261473996,451.847600146533,543.54431259432,0.339315853412647,-0.0950749530039875,0.060890968123322,0.329198631607707,0.170255264485735,-0.0551060898920927,-0.0536231335906489,0.141831031890929
177.827941003892,-207.204762702515,24.992976297228,460.40952540503,568.155595141393,19.4252136646572,453.259952734345,544.259536480253,0.335174534082418,-0.0913297148952572,0.0616694850565747,0.325772427850873,0.16291919115627,-0.053114395386656,-0.0523381489285587,0.135553307948947
199.526231496888,-208.190840088093,26.998925397711,462.381680176185,570.127749912547,19.2757902122205,454.933260600626,545.232853488861,0.330595277663385,-0.0872708517048468,0.0625865762907852,0.321870412426255,0.155695010217634,-0.0511489868215924,-0.0509698409661208,0.129414735537464
223.872113856834,-209.326728422954,29.0910621319829,464.653456845907,572.399526582269,19.1262235353277,456.905903916563,546.504834996157,0.325556931470585,-0.0828987067694371,0.0636416057414463,0.317464987297024,0.148611969851565,-0.0492018464780739,-0.0495209579915868,0.123440490675316
251.188643150958,-210.633311203651,31.2577931618409,467.266622407302,575.012692143664,18.9768185515132,459.220259510329,548.119286250574,0.320040466681683,-0.0782165255284589,0.0648300108227343,0.312531543921227,0.141694077786776,-0.0472652954218884,-0.047992356178936,0.11765170783603
281.838293126445,-212.133200014417,33.4842753447036,470.266400028835,578.012469765197,18.8281259840611,461.922651996957,550.125111791899,0.314033712260837,-0.0732390446249002,0.0661422950012846,0.307051234023675,0.134958059807739,-0.0453282179729488,-0.0463824216591605,0.112059522280176
316.227766016838,-213.850805648685,35.7519376152387,473.701611297371,581.447681033733,18.6800650505371,465.061741398445,552.570593207791,0.307526749454786,-0.0679845911870598,0.0675635693628367,0.301010446562346,0.128415848935746,-0.0433798482868447,-0.0446889675308542,0.106671602728871
1000,-248.330125886636,54.5396789896944,542.660251773272,650.406321509634,17.2575139172979,531.175279607868,612.020031695234,0.217229785135858,-0.0107690086809634,0.0798010528906113,0.212288072123092,0.0733889960519017,-0.0217855047350227,-0.0231990966869294,0.0627807472709804
3162.27766016838,-318.777845774887,45.1432582685967,683.555691549774,791.301761286136,15.9701090070602,669.495909563894,744.309669510504,0.108656861867569,0.0114382470189818,0.0566197044320293,0.105406952306368,0.0352372281570732,-0.00411996579169008,-0.00458987338085139,0.0319035495167206
10000,-381.069887499759,18.8378975241549,808.139774999519,915.885844735881,15.2855420411235,792.710859081766,864.317688591374,0.0387939155365566,0.00532701778198298,0.0217657859834178,0.0377806636171769,0.013343360162932,-0.000131892667284619,-0.000295185506574909,0.0124481617236039
