"model_id","gamma_pAIC","pAIC","d_eff_pAIC","loglik_pAIC","gamma_pBIC","pBIC","d_eff_pBIC","loglik_pBIC"
"1111",31.6227766016838,445.98922317449,21.3040275279565,-201.690584059288,100,542.587722046814,20.1528562048808,-203.936851556831
"0111",2.51188643150958,581.610610499867,18.8656397610279,-271.939665488906,10,668.048302508204,18.3792515912901,-272.595070887653
"1011",12.5892541179417,459.720891234774,18.9482139248018,-210.912231692585,39.8107170553497,548.216612529026,18.8431202677996,-211.128834900518
"1101",17.7827941003892,1848.97889225266,16.6305787341664,-907.858867392164,70.7945784384138,1921.90033088528,15.0795287489405,-910.549768081201
"0101",1.77827941003892,1857.06798430746,14.7300365036372,-913.803955650093,8.91250938133745,1923.61947565714,14.0646370563019,-914.801418922594
"1001",12.5892541179417,1860.46636534916,14.6564212125818,-915.576761461998,35.4813389233575,1928.17557475417,14.2894805562449,-916.327972722808
