"gamma","logLik","deff","deff_exact_computed","hessian_ok","hessian_error","free_spatial_param_count","beta_sigma_count","nominal_param_count","pAIC","pAIC_lower_bound","pAIC_upper_bound","pBIC","pBIC_lower_bound","pBIC_upper_bound","AIC","BIC","optim_convergence","best_optim_converged","n_starts","n_successful_starts","n_converged_starts","retry_used"
0,-210.886683680359,19,TRUE,TRUE,"",4,15,19,459.773367360718,451.773367360718,459.773367360718,548.780990186408,522.042543275737,548.780990186408,459.773367360718,548.780990186408,0,TRUE,9,9,9,FALSE
0.01,-210.886683693908,18.9999579812879,TRUE,TRUE,"",4,15,19,459.773283350391,451.773367387815,459.773367387815,548.78070933473,522.042543302834,548.780990213506,459.773367387815,548.780990213506,0,TRUE,12,12,12,FALSE
0.0316227766016838,-210.886683836274,18.999867130131,TRUE,TRUE,"",4,15,19,459.773101932809,451.773367672547,459.773367672547,548.780102314753,522.042543587566,548.780990498238,459.773367672547,548.780990498238,0,TRUE,12,12,12,FALSE
0.1,-210.886685303899,18.999579878227,TRUE,TRUE,"",4,15,19,459.772530364252,451.773370607798,459.773370607798,548.778185082558,522.042546522817,548.780993433489,459.773370607798,548.780993433489,0,TRUE,12,12,12,FALSE
0.316227766016838,-210.886700112721,18.9986719543677,TRUE,TRUE,"",4,15,19,459.770744134177,451.773400225441,459.773400225441,548.772145581723,522.04257614046,548.781023051132,459.773400225441,548.781023051132,0,TRUE,12,12,12,FALSE
1,-210.886848417124,18.995805299561,TRUE,TRUE,"",4,15,19,459.76530743337,451.773696834248,459.773696834248,548.75327971619,522.042872749267,548.781319659938,459.773696834248,548.781319659938,0,TRUE,12,12,12,FALSE
3.16227766016838,-210.888325766565,18.9867843003984,TRUE,TRUE,"",4,15,19,459.750220133927,451.77665153313,459.77665153313,548.695932538274,522.045827448149,548.784274358821,459.77665153313,548.784274358821,0,TRUE,12,12,12,FALSE
10,-210.902883482977,18.9586877556176,TRUE,TRUE,"",4,15,19,459.72314247719,451.805766965955,459.805766965955,548.537233478351,522.074942880974,548.813389791646,459.805766965955,548.813389791646,0,TRUE,12,12,12,FALSE
31.6227766016838,-211.041892515869,18.8738178174787,TRUE,TRUE,"",4,15,19,459.831420666695,452.083785031738,460.083785031738,548.247928960323,522.352960946756,549.091407857428,460.083785031738,549.091407857428,0,TRUE,12,12,12,FALSE
100,-212.254809808132,18.6373166155753,TRUE,TRUE,"",4,15,19,461.784252847414,454.509619616264,462.509619616264,549.092844836998,524.778795531282,551.517242441954,462.509619616264,551.517242441954,0,TRUE,12,12,12,FALSE
316.227766016838,-220.631464230013,18.0781706319615,TRUE,TRUE,"",4,15,19,477.419269723949,471.262928460026,479.262928460026,562.108479881217,541.532104375045,568.270551285717,479.262928460026,568.270551285717,0,TRUE,12,12,12,FALSE
1000,-255.054343355447,NA,FALSE,FALSE,"",4,15,19,NA,540.108686710895,548.108686710895,NA,610.377862625913,637.116309536585,548.108686710895,637.116309536585,0,TRUE,12,12,12,FALSE
3162.27766016838,-324.371636055291,NA,FALSE,FALSE,"",4,15,19,NA,678.743272110581,686.743272110581,NA,749.0124480256,775.750894936272,686.743272110581,775.750894936272,0,TRUE,12,12,12,FALSE
10000,-384.143282428347,NA,FALSE,FALSE,"",4,15,19,NA,798.286564856695,806.286564856695,NA,868.555740771714,895.294187682385,806.286564856695,895.294187682385,0,TRUE,12,12,12,FALSE
