"gamma","logLik","deff","deff_exact_computed","hessian_ok","hessian_error","free_spatial_param_count","beta_sigma_count","nominal_param_count","pAIC","pAIC_lower_bound","pAIC_upper_bound","pBIC","pBIC_lower_bound","pBIC_upper_bound","AIC","BIC","optim_convergence","best_optim_converged","n_starts","n_successful_starts","n_converged_starts","retry_used"
0,-419.479591309437,15,TRUE,TRUE,"gamma penalty not used; pAIC/pBIC equal AIC/BIC",0,15,15,868.959182618874,868.959182618874,868.959182618874,939.228358533893,939.228358533893,939.228358533893,868.959182618874,939.228358533893,NA,FALSE,0,0,0,FALSE
